DayofMonth,DayOfWeek,Carrier,Origin,Origin City,Dest,Dest City,Departure Delay (mins),Arrival Delay (min),Schd Elapsed Time,Actual Elapsed Time
13,4,Atlantic SE,CRW,"Charleston/Dunbar, WV",ORD,"Chicago, IL",-4,0,93,97
28,5,Atlantic SE,ORD,"Chicago, IL",ICT,"Wichita, KS",-5,-5,113,113
7,5,Atlantic SE,DTW,"Detroit, MI",CID,"Cedar Rapids/Iowa City, IA",-5,-27,98,76
22,6,Atlantic SE,GNV,"Gainesville, FL",ATL,"Atlanta, GA",-5,-15,70,60
4,2,Atlantic SE,ATL,"Atlanta, GA",GPT,"Gulfport/Biloxi, MS",-2,-10,80,72
31,1,Atlantic SE,CLE,"Cleveland, OH",MSP,"Minneapolis, MN",-1,3,115,119
16,7,Atlantic SE,DTW,"Detroit, MI",RIC,"Richmond, VA",-1,-1,98,98
10,1,Atlantic SE,ORF,"Norfolk, VA",MSP,"Minneapolis, MN",-7,0,178,185
19,3,Atlantic SE,ATL,"Atlanta, GA",VLD,"Valdosta, GA",-2,2,60,64
18,2,Atlantic SE,ATL,"Atlanta, GA",SHV,"Shreveport, LA",23,17,102,96
28,5,Atlantic SE,ATL,"Atlanta, GA",GNV,"Gainesville, FL",3,0,69,66
17,1,Atlantic SE,RIC,"Richmond, VA",LGA,"New York, NY",-5,-25,84,64
6,4,Atlantic SE,ATL,"Atlanta, GA",AEX,"Alexandria, LA",9,-1,102,92
19,3,Atlantic SE,ATL,"Atlanta, GA",CHA,"Chattanooga, TN",-2,21,51,74
12,3,Atlantic SE,CMH,"Columbus, OH",LGA,"New York, NY",2,-16,105,87
30,7,Atlantic SE,ATL,"Atlanta, GA",GRK,"Killeen, TX",11,-2,134,121
18,2,Atlantic SE,MLI,"Moline, IL",ATL,"Atlanta, GA",-11,51,109,171
27,4,Atlantic SE,ATL,"Atlanta, GA",GNV,"Gainesville, FL",-5,-12,77,70
9,7,Atlantic SE,MSP,"Minneapolis, MN",PIT,"Pittsburgh, PA",16,16,125,125
12,3,Atlantic SE,SAT,"San Antonio, TX",DTW,"Detroit, MI",-7,-8,189,188
27,4,Atlantic SE,AEX,"Alexandria, LA",ATL,"Atlanta, GA",-6,-10,101,97
2,7,Atlantic SE,DTW,"Detroit, MI",IAH,"Houston, TX",-5,-9,175,171
7,5,Atlantic SE,TRI,"Bristol/Johnson City/Kingsport, TN",ATL,"Atlanta, GA",21,16,58,53
7,5,Atlantic SE,CHA,"Chattanooga, TN",ATL,"Atlanta, GA",-4,3,41,48
2,7,Atlantic SE,DTW,"Detroit, MI",ELM,"Elmira/Corning, NY",-1,0,72,73
1,6,Atlantic SE,ATL,"Atlanta, GA",MOB,"Mobile, AL",-4,-13,79,70
5,3,Atlantic SE,ATL,"Atlanta, GA",BTR,"Baton Rouge, LA",-4,-10,89,83
17,1,Atlantic SE,MLU,"Monroe, LA",ATL,"Atlanta, GA",-5,-6,90,89
28,5,Atlantic SE,LFT,"Lafayette, LA",ATL,"Atlanta, GA",-8,-8,102,102
12,3,Atlantic SE,LIT,"Little Rock, AR",IAH,"Houston, TX",-5,10,92,107
4,2,Atlantic SE,IAH,"Houston, TX",LCH,"Lake Charles, LA",1,-2,54,51
27,4,Atlantic SE,MCI,"Kansas City, MO",IAH,"Houston, TX",-5,-11,126,120
17,1,Atlantic SE,ORD,"Chicago, IL",EVV,"Evansville, IN",-6,-9,81,78
31,1,Atlantic SE,ORD,"Chicago, IL",DAY,"Dayton, OH",5,6,66,67
21,5,Atlantic SE,ORD,"Chicago, IL",LEX,"Lexington, KY",-3,-4,77,76
29,6,Atlantic SE,ORD,"Chicago, IL",ICT,"Wichita, KS",-11,8,117,136
20,4,Atlantic SE,ORD,"Chicago, IL",FSD,"Sioux Falls, SD",-7,-14,100,93
3,1,Atlantic SE,MDT,"Harrisburg, PA",ORD,"Chicago, IL",-1,9,115,125
27,4,Atlantic SE,ORD,"Chicago, IL",CVG,"Cincinnati, OH",46,28,75,57
22,6,Atlantic SE,ORD,"Chicago, IL",TYS,"Knoxville, TN",-3,-13,94,84
9,7,Atlantic SE,ORD,"Chicago, IL",PIA,"Peoria, IL",-4,35,55,94
26,3,Delta,JFK,"New York, NY",SJU,"San Juan, PR",14,0,246,232
26,3,Delta,ATL,"Atlanta, GA",SJU,"San Juan, PR",25,14,224,213
4,2,Frontier,CVG,"Cincinnati, OH",RSW,"Fort Myers, FL",46,41,135,130
5,3,Frontier,MSP,"Minneapolis, MN",DEN,"Denver, CO",-7,-10,121,118
5,3,Frontier,MSP,"Minneapolis, MN",PHL,"Philadelphia, PA",-8,-6,155,157
21,5,Frontier,LAS,"Las Vegas, NV",STL,"St. Louis, MO",-8,-12,185,181
21,5,Frontier,ORD,"Chicago, IL",TTN,"Trenton, NJ",4,11,120,127
9,7,Frontier,TTN,"Trenton, NJ",ATL,"Atlanta, GA",-3,-2,126,127
27,4,Frontier,MCO,"Orlando, FL",TTN,"Trenton, NJ",-1,-11,145,135
28,5,Frontier,ORD,"Chicago, IL",SFO,"San Francisco, CA",-7,1,275,283
28,5,Frontier,LGA,"New York, NY",ATL,"Atlanta, GA",-8,-8,155,155
2,7,Hawaiian,LAX,"Los Angeles, CA",OGG,"Kahului, HI",29,19,350,340
9,7,Hawaiian,SEA,"Seattle, WA",HNL,"Honolulu, HI",0,-6,355,349
9,7,Hawaiian,LIH,"Lihue, HI",OGG,"Kahului, HI",11,10,45,44
