SALE_TYPE,SOLD_DATE,PROPERTY_TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE_FEET,LOT_SIZE,YEAR_BUILT,DAYS_ON_MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT_OPEN_HOUSE_START_TIME,NEXT_OPEN_HOUSE_END_TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,725 Pine St #204,San Francisco,CA,94108,193724,0,1,Downtown,288,,1920,116,673,507,Active,,,http://www.redfin.com/CA/San-Francisco/725-Pine-St-94108/unit-204/home/17306113,San Francisco MLS,453971,N,Y,37.7910139,-122.407697
MLS Listing,,Condo/Co-op,260 King St #401,San Francisco,CA,94107,212624,0,1,Mission Bay,703,,2004,18,302,750,Active,,,http://www.redfin.com/CA/San-Francisco/260-King-St-94107/unit-401/home/12401923,San Francisco MLS,457588,N,Y,37.7772049,-122.3940134
MLS Listing,,Condo/Co-op,901 Bayshore Blvd #203,San Francisco,CA,94124,330000,1,1,Silver Terrace,606,,2003,21,545,336,Active,,,http://www.redfin.com/CA/San-Francisco/901-Bayshore-Blvd-94124/unit-203/home/11743704,San Francisco MLS,457543,N,Y,37.7326762,-122.4042747
MLS Listing,,Condo/Co-op,901 Bayshore Blvd #406,San Francisco,CA,94124,340000,1,1,Silver Terrace,550,,2003,21,618,311,Active,,,http://www.redfin.com/CA/San-Francisco/901-Bayshore-Blvd-94124/unit-406/home/12401952,San Francisco MLS,457542,N,Y,37.7326762,-122.4042747
MLS Listing,,Condo/Co-op,1450 Post St #412,San Francisco,CA,94109,350000,1,1,Lower Pacific Height,715,,1992,12,490,4544,Active,,,http://www.redfin.com/CA/San-Francisco/1450-Post-St-94109/unit-412/home/571788,San Francisco MLS,455844,N,Y,37.7863607,-122.4258197
MLS Listing,,Townhouse,100 Otter Cove Ter,San Francisco,CA,94134,371790,3,3.5,Bayview Heights,1525,9717,2010,20,244,383,Active,,,http://www.redfin.com/CA/San-Francisco/100-Otter-Cove-Ter-94134/home/45438551,San Francisco MLS,457563,N,Y,37.71224,-122.394839
MLS Listing,,Condo/Co-op,1200 California St Unit MR11,San Francisco,CA,94109,379000,0,1,Nob Hill,260,,,14,1458,303,Active,,,http://www.redfin.com/CA/San-Francisco/1200-California-St-94109/unit-MR11/home/12400447,San Francisco MLS,457800,N,Y,37.791656,-122.4145259
MLS Listing,,Condo/Co-op,370 Imperial Way #113,DALY CITY,CA,94015,388000,1,1,DALY CITY,717,,1974,167,541,352,Active,,,http://www.redfin.com/CA/Daly-City/370-Imperial-Way-94015/unit-113/home/1662487,MLSListings,ML81633310,N,Y,37.6657071,-122.4641064
MLS Listing,,Condo/Co-op,195 7th St #307,San Francisco,CA,94103,399000,0,1,South of Market,298,,1991,21,1339,309,Active,May-27-2017 02:00 PM,May-27-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/195-7th-St-94103/unit-307/home/1292370,San Francisco MLS,457449,N,Y,37.7783013,-122.4094944
MLS Listing,,Condo/Co-op,1155 Leavenworth St #7,San Francisco,CA,94109,405000,0,1,Nob Hill,320,,1911,4,1266,290,Active,May-27-2017 02:00 PM,May-27-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/1155-Leavenworth-St-94109/unit-7/home/102818092,San Francisco MLS,456796,N,Y,37.7919586,-122.4161235
MLS Listing,,Condo/Co-op,335 Berry St #406,San Francisco,CA,94158,405687,2,2,Mission Bay,921,,2009,33,440,457,Active,,,http://www.redfin.com/CA/San-Francisco/335-Berry-St-94158/unit-406/home/28939211,San Francisco MLS,456914,N,Y,37.7729481,-122.3963192
MLS Listing,,Condo/Co-op,766 Harrison St #811,San Francisco,CA,94107,418000,0,1,Yerba Buena,262,,2008,21,1595,265,Active,,,http://www.redfin.com/CA/San-Francisco/766-Harrison-St-94107/unit-811/home/39608615,San Francisco MLS,457537,N,Y,37.7816549,-122.3991347
MLS Listing,,Condo/Co-op,381 Half Moon Ln #311,DALY CITY,CA,94015,429888,1,1,DALY CITY,717,1057906,1974,25,600,380,Active,,,http://www.redfin.com/CA/Daly-City/381-Half-Moon-Ln-94015/unit-311/home/1146880,MLSListings,ML81648838,N,Y,37.6648782,-122.4647688
MLS Listing,,Condo/Co-op,195 7th St #406,San Francisco,CA,94103,430000,0,1,South of Market,291,,1991,39,1478,323,Active,,,http://www.redfin.com/CA/San-Francisco/195-7th-St-94103/unit-406/home/718519,San Francisco MLS,456842,N,Y,37.7783013,-122.4094944
MLS Listing,,Condo/Co-op,195 7th St #102,San Francisco,CA,94103,458888,0,1,South of Market,364,,1991,73,1261,330,Active,,,http://www.redfin.com/CA/San-Francisco/195-7th-St-94103/unit-102/home/719094,San Francisco MLS,455376,N,Y,37.7783013,-122.4094944
MLS Listing,,Condo/Co-op,2250 24th St #235,SAN FRANCISCO,CA,94107,475000,0,1,SAN FRANCISCO,456,80224,1989,3,1042,450,Active,May-27-2017 01:00 PM,May-27-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/2250-24th-St-94107/unit-235/home/1711579,MLSListings,ML81652317,N,Y,37.7533831,-122.4021236
MLS Listing,,Condo/Co-op,8200 Oceanview Ter #412,San Francisco,CA,94132,498000,1,1,Ingleside Heights,513,,,10,971,396,Active,,,http://www.redfin.com/CA/San-Francisco/8200-Ocean-View-Ter-94132/unit-412/home/1673671,San Francisco MLS,458084,N,Y,37.710275,-122.4674343
MLS Listing,,Condo/Co-op,2211 California St #204,SAN FRANCISCO,CA,94115,499000,0,1,SAN FRANCISCO,409,6915,1911,6,1220,491,Active,,,http://www.redfin.com/CA/San-Francisco/2211-California-St-94115/unit-204/home/1587355,MLSListings,ML81651780,N,Y,37.788986,-122.4309761
MLS Listing,,Condo/Co-op,601 Van Ness Ave #111,San Francisco,CA,94102,499000,1,1,Van Ness/Civic Center,562,,1982,3,888,707,Active,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-111/home/891580,San Francisco MLS,458353,N,Y,37.7817846,-122.4208606
MLS Listing,,Condo/Co-op,8300 Oceanview Ter #116,San Francisco,CA,94132,499000,1,1,Ingleside Heights,699,,2002,4,714,425,Active,,,http://www.redfin.com/CA/San-Francisco/8300-Ocean-View-Ter-94132/unit-116/home/869200,San Francisco MLS,458311,N,Y,37.7098446,-122.4678576
MLS Listing,,Condo/Co-op,1659 18th St,San Francisco,CA,94107,521737,0,1.5,Potrero Hill,776,,1995,122,672,537,Active,,,http://www.redfin.com/CA/San-Francisco/1659-18th-St-94107/home/1502567,San Francisco MLS,453850,N,Y,37.7622871,-122.3991917
MLS Listing,,Condo/Co-op,315 Santa Rosa #5,San Francisco,CA,94112,532196,3,2,Mission Terrace,1521,,2003,28,350,518,Active,,,http://www.redfin.com/CA/San-Francisco/315-Santa-Rosa-Ave-94112/unit-5/home/113784172,San Francisco MLS,457273,N,Y,37.7290147,-122.4404684
MLS Listing,,Condo/Co-op,1700 Gough St #8,San Francisco,CA,94109,549000,1,1,Lower Pacific Height,510,,1980,4,1076,345,Active,,,http://www.redfin.com/CA/San-Francisco/1700-Gough-St-94109/unit-8/home/1491512,San Francisco MLS,458182,N,Y,37.7893246,-122.425259
MLS Listing,,Single Family Residential,369 Frankfort St,DALY CITY,CA,94014,549000,1,1,DALY CITY,630,3000,1917,24,871,,Active,,,http://www.redfin.com/CA/Daly-City/369-Frankfort-St-94014/home/1868035,MLSListings,ML81649013,N,Y,37.7044878,-122.4493401
MLS Listing,,Condo/Co-op,1017 San Gabriel Cir #533,DALY CITY,CA,94014,549000,2,1.5,DALY CITY,1055,696789,1986,5,520,384,Active,May-23-2017 10:00 AM,May-23-2017 01:00 PM,http://www.redfin.com/CA/Daly-City/1017-San-Gabriel-Cir-94014/unit-533/home/2043526,MLSListings,ML81651895,N,Y,37.70614,-122.441186
MLS Listing,,Condo/Co-op,1315 Laguna St #6,San Francisco,CA,94115,550000,2,1,Western Addition,840,,1964,5,655,746,Active,,,http://www.redfin.com/CA/San-Francisco/1315-Laguna-St-94115/unit-6/home/12401374,San Francisco MLS,458208,N,Y,37.7832606,-122.4278085
MLS Listing,,Condo/Co-op,140 South Van Ness St #1041,San Francisco,CA,94103,579000,0,1,South of Market,630,,2002,10,919,436,Active,,,http://www.redfin.com/CA/San-Francisco/140-S-Van-Ness-Ave-94103/unit-1041/home/1537939,San Francisco MLS,458049,N,Y,37.7716893,-122.4186755
MLS Listing,,Single Family Residential,15 Parkview Ave,DALY CITY,CA,94014,579000,2,1,DALY CITY,1190,3000,1928,1,487,,Active,,,http://www.redfin.com/CA/Daly-City/15-Parkview-Ave-94014/home/2025823,MLSListings,ML81652615,N,Y,37.7011226,-122.4642911
MLS Listing,,Condo/Co-op,184 Locksley Ave #5,San Francisco,CA,94122,585000,1,1,Forest Knolls,735,,1964,13,796,300,Active,,,http://www.redfin.com/CA/San-Francisco/184-Locksley-Ave-94122/unit-5/home/28813265,San Francisco MLS,456690,N,Y,37.756926,-122.462466
MLS Listing,,Condo/Co-op,475 Tehama St #101,San Francisco,CA,94103,589000,1,1,South of Market,577,,2005,33,1021,311,Active,,,http://www.redfin.com/CA/San-Francisco/475-Tehama-St-94103/unit-101/home/1521493,San Francisco MLS,456973,N,Y,37.7796744,-122.4059342
MLS Listing,,Single Family Residential,48 Whittier St,San Francisco,CA,94112,589000,2,1,Crocker Amazon,1135,2025,1924,7,519,,Active,,,http://www.redfin.com/CA/San-Francisco/48-Whittier-St-94112/home/795565,San Francisco MLS,458128,N,Y,37.709602,-122.4481671
MLS Listing,,Single Family Residential,55 Mariposa St,BRISBANE,CA,94005,595000,3,1,BRISBANE,1090,5000,1955,8,546,,Active,,,http://www.redfin.com/CA/Brisbane/55-Mariposa-St-94005/home/2052822,MLSListings,ML81651459,N,Y,37.6841468,-122.4004801
MLS Listing,,Single Family Residential,123 Lake St,BRISBANE,CA,94005,598000,1,1,BRISBANE,580,3000,1941,17,1031,,Active,,,http://www.redfin.com/CA/Brisbane/123-Lake-St-94005/home/1411323,MLSListings,ML81650293,N,Y,37.6794077,-122.3977817
MLS Listing,,Condo/Co-op,300 3rd St #909,San Francisco,CA,94107,599000,0,1,Yerba Buena,581,,1990,8,1031,531,Active,,,http://www.redfin.com/CA/San-Francisco/300-3rd-St-94107/unit-909/home/113958651,San Francisco MLS,457971,N,Y,37.7834748,-122.3988968
MLS Listing,,Condo/Co-op,300 3rd St #710,San Francisco,CA,94107,599000,0,1,Yerba Buena,620,,1990,24,966,531,Active,,,http://www.redfin.com/CA/San-Francisco/300-3rd-St-94107/unit-710/home/1015222,San Francisco MLS,456853,N,Y,37.7834748,-122.3988968
MLS Listing,,Condo/Co-op,963 Ridgeview Ct Unit B,SOUTH SAN FRANCISCO,CA,94080,599000,2,1,SOUTH SAN FRANCISCO,930,19937,1979,1,644,300,Active,May-27-2017 01:00 PM,May-27-2017 04:00 PM,http://www.redfin.com/CA/South-San-Francisco/963-Ridgeview-Ct-94080/unit-B/home/1602118,MLSListings,ML81652621,N,Y,37.666201,-122.423691
MLS Listing,,Condo/Co-op,120 Burrows St #1,SAN FRANCISCO,CA,94134,599000,2,1.5,SAN FRANCISCO,959,4900,1980,4,625,350,Active,May-27-2017 01:00 PM,May-27-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/120-Burrows-St-94134/unit-1/home/102820936,MLSListings,ML81652224,N,Y,37.728905,-122.4047
MLS Listing,,Condo/Co-op,1200 Gough St Unit 9B,San Francisco,CA,94109,599900,0,1,Van Ness/Civic Center,550,,1966,115,1091,351,Active,,,http://www.redfin.com/CA/San-Francisco/1200-Gough-St-94109/unit-9B/home/574458,San Francisco MLS,454045,N,Y,37.7849709,-122.4242992
MLS Listing,,Condo/Co-op,601 Van Ness Ave #242,San Francisco,CA,94102,619000,1,1,Van Ness/Civic Center,682,,1982,88,908,777,Active,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-242/home/578169,San Francisco MLS,454994,N,Y,37.7817846,-122.4208606
MLS Listing,,Townhouse,361 Innisfree Dr,DALY CITY,CA,94015,619888,2,2.5,DALY CITY,1330,806,1979,8,466,400,Active,,,http://www.redfin.com/CA/Daly-City/361-Innisfree-Dr-94015/unit-31/home/1711466,MLSListings,ML81651460,N,Y,37.667782,-122.470254
MLS Listing,,Condo/Co-op,322 6th St #3,San Francisco,CA,94103,625000,1,1.5,South of Market,750,,2001,5,833,554,Active,May-28-2017 02:00 PM,May-28-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/322-6th-St-94103/unit-3/home/857621,San Francisco MLS,458211,N,Y,37.77795,-122.4054166
MLS Listing,,Condo/Co-op,601 Van Ness Ave #309,San Francisco,CA,94102,629000,1,1,Van Ness/Civic Center,694,,,7,906,777,Active,May-27-2017 02:00 PM,May-27-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-309/home/1610493,San Francisco MLS,457415,N,Y,37.7817846,-122.4208606
MLS Listing,,Condo/Co-op,1420 Webster St #2,San Francisco,CA,94115,629000,3,2,Western Addition,1050,,1961,49,599,922,Active,,,http://www.redfin.com/CA/San-Francisco/1420-Webster-St-94115/unit-2/home/12401243,San Francisco MLS,456388,N,Y,37.783854,-122.4308216
MLS Listing,,Single Family Residential,244 Miramar Ave,San Francisco,CA,94112,648000,1,1,Ingleside,753,2813,1907,12,861,,Active,,,http://www.redfin.com/CA/San-Francisco/244-Miramar-Ave-94112/home/1744327,San Francisco MLS,457951,N,Y,37.7229163,-122.4579378
MLS Listing,,Condo/Co-op,580 Pointe Pacific #8,DALY CITY,CA,94014,648580,2,2,DALY CITY,1158,444228,1986,3,560,455,Active,May-26-2017 07:00 PM,May-26-2017 09:00 PM,http://www.redfin.com/CA/Daly-City/580-Pointe-Pacific-Dr-94014/unit-8/home/1944241,MLSListings,ML81650005,N,Y,37.7008668,-122.4556597
MLS Listing,,Condo/Co-op,73 Waller St,SAN FRANCISCO,CA,94102,649000,0,1,SAN FRANCISCO,516,4689,1890,4,1258,366,Active,May-23-2017 11:30 AM,May-23-2017 01:00 PM,http://www.redfin.com/CA/San-Francisco/73-Waller-St-94102/home/1329395,MLSListings,ML81652294,N,Y,37.7715689,-122.424794
MLS Listing,,Condo/Co-op,950 Duncan St Unit 206E,San Francisco,CA,94131,649000,1,1,Diamond Heights,744,,1972,4,872,526,Active,May-25-2017 05:30 PM,May-25-2017 07:00 PM,http://www.redfin.com/CA/San-Francisco/950-Duncan-St-94131/unit-206E/home/1816305,San Francisco MLS,458309,N,Y,37.74544,-122.441466
MLS Listing,,Single Family Residential,1019 Hollister Ave,San Francisco,CA,94124,649000,3,1,Bayview,900,2495,1936,3,721,,Active,,,http://www.redfin.com/CA/San-Francisco/1019-Hollister-Ave-94124/home/1344890,San Francisco MLS,458343,N,Y,37.7186949,-122.391158
MLS Listing,,Single Family Residential,183 Oliver St,DALY CITY,CA,94014,649000,2,2,DALY CITY,1090,2756,1925,11,595,,Active,,,http://www.redfin.com/CA/Daly-City/183-Oliver-St-94014/home/1178992,MLSListings,ML81651004,N,Y,37.7073853,-122.4491163
MLS Listing,,Single Family Residential,89 Naples,San Francisco,CA,94112,649000,4,3,Excelsior,1463,1875,1905,28,444,,Active,,,http://www.redfin.com/CA/San-Francisco/89-Naples-St-94112/home/1414588,San Francisco MLS,457256,N,Y,37.727131,-122.426165
MLS Listing,,Condo/Co-op,900 Bush St #705,San Francisco,CA,94109,650000,1,1,Downtown,682,,1982,31,953,817,Active,,,http://www.redfin.com/CA/San-Francisco/900-Bush-St-94109/unit-705/home/1459353,San Francisco MLS,457159,N,Y,37.7900062,-122.4124382
MLS Listing,,Single Family Residential,174 Pope St,SAN FRANCISCO,CA,94112,650000,1,1,SAN FRANCISCO,986,3000,1927,10,659,,Active,May-27-2017 01:00 PM,May-27-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/174-Pope-St-94112/home/1503922,MLSListings,ML81651209,N,Y,37.712831,-122.441012
MLS Listing,,Condo/Co-op,900 Bush #708,San Francisco,CA,94109,659000,1,1,Downtown,687,,1982,3,959,816,Active,May-23-2017 09:00 AM,May-23-2017 10:30 AM,http://www.redfin.com/CA/San-Francisco/900-Bush-St-94109/unit-708/home/909871,San Francisco MLS,456025,N,Y,37.7900062,-122.4124382
MLS Listing,,Condo/Co-op,368 Elm St #202,San Francisco,CA,94102,675000,1,1,San Francisco,679,,2007,289,994,412,Active,,,http://www.redfin.com/CA/San-Francisco/368-Elm-St-94102/unit-202/home/12354742,CRMLS,EV16172912,N,Y,37.7812639,-122.423206
MLS Listing,,Condo/Co-op,1450 Post St #1016,San Francisco,CA,94109,675000,2,2,Lower Pacific Height,1094,,1992,91,617,6218,Active,,,http://www.redfin.com/CA/San-Francisco/1450-Post-St-94109/unit-1016/home/2007201,San Francisco MLS,454201,N,Y,37.7863607,-122.4258197
MLS Listing,,Single Family Residential,16 De Long St,San Francisco,CA,94112,688000,2,2,Outer Mission,765,1633,1906,11,899,,Active,,,http://www.redfin.com/CA/San-Francisco/16-De-Long-St-94112/home/1552196,San Francisco MLS,457785,N,Y,37.7098349,-122.4585786
MLS Listing,,Single Family Residential,331 Woodrow St,Daly City,CA,94014,688000,3,2.5,Original Daly City,1500,2925,1928,5,459,,Active,,,http://www.redfin.com/CA/Daly-City/331-Woodrow-St-94014/home/1545608,San Francisco MLS,458187,N,Y,37.6988815,-122.4667588
MLS Listing,,Single Family Residential,239 Argonaut Ave,San Francisco,CA,94134,688888,4,2.5,Visitacion Valley,1725,1424,1962,19,399,154,Active,,,http://www.redfin.com/CA/San-Francisco/239-Argonaut-Ave-94134/home/1663777,San Francisco MLS,457616,N,Y,37.7103177,-122.4147234
MLS Listing,,Condo/Co-op,1450 Post St #716,San Francisco,CA,94109,695000,2,2,Lower Pacific Height,1094,,1992,12,635,6218,Active,,,http://www.redfin.com/CA/San-Francisco/1450-Post-St-94109/unit-716/home/572726,San Francisco MLS,457403,N,Y,37.7863607,-122.4258197
MLS Listing,,Condo/Co-op,220 Lombard St #522,SAN FRANCISCO,CA,94111,699000,1,1,SAN FRANCISCO,603,50188,1993,6,1159,779,Active,May-23-2017 09:00 AM,May-23-2017 03:30 PM,http://www.redfin.com/CA/San-Francisco/220-Lombard-St-94111/unit-522/home/1738117,MLSListings,ML81651820,N,Y,37.8042873,-122.4053682
MLS Listing,,Condo/Co-op,1819 Lyon St #3,SAN FRANCISCO,CA,94115,699000,1,1,SAN FRANCISCO,623,2600,1900,28,1122,250,Active,,,http://www.redfin.com/CA/San-Francisco/1819-Lyon-St-94115/unit-3/home/1832782,MLSListings,ML81648258,N,Y,37.788047,-122.445821
MLS Listing,,Condo/Co-op,1177 California St #630,San Francisco,CA,94108,699000,0,1,Nob Hill,656,,,130,1066,871,Active,,,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-630/home/1295768,San Francisco MLS,453475,N,Y,37.7910302,-122.4137217
MLS Listing,,Condo/Co-op,2907 Octavia St,SAN FRANCISCO,CA,94123,699000,1,1,SAN FRANCISCO,657,1429,1900,4,1064,215,Active,,,http://www.redfin.com/CA/San-Francisco/2907-Octavia-St-94123/home/39893088,MLSListings,ML81652134,N,Y,37.799147,-122.429347
MLS Listing,,Single Family Residential,32 Amherst St,SAN FRANCISCO,CA,94134,699000,2,1,SAN FRANCISCO,920,3558,1925,1,760,,Active,May-23-2017 02:00 PM,May-23-2017 03:00 PM,http://www.redfin.com/CA/San-Francisco/32-Amherst-St-94134/home/773880,MLSListings,ML81652572,N,Y,37.7283668,-122.417342
MLS Listing,,Single Family Residential,1470 Van Dyke Ave,San Francisco,CA,94124,699000,2,1,Bayview,1000,2500,1917,11,699,,Active,May-23-2017 02:00 PM,May-23-2017 03:30 PM,http://www.redfin.com/CA/San-Francisco/1470-Van-Dyke-Ave-94124/home/1735199,San Francisco MLS,457955,N,Y,37.7279177,-122.3897807
MLS Listing,,Single Family Residential,1271 Gilman Ave,San Francisco,CA,94124,699000,2,1,Bayview Heights,1035,2495,1914,10,675,,Active,,,http://www.redfin.com/CA/San-Francisco/1271-Gilman-Ave-94124/home/2031992,San Francisco MLS,458090,N,Y,37.7209188,-122.3933502
MLS Listing,,Single Family Residential,361 Raymond Ave,San Francisco,CA,94134,699000,3,1,Visitacion Valley,1250,2500,1925,5,559,,Active,May-24-2017 02:00 PM,May-24-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/361-Raymond-Ave-94134/home/1084785,San Francisco MLS,458172,N,Y,37.713961,-122.410623
MLS Listing,,Single Family Residential,1518 Van Dyke Ave,San Francisco,CA,94124,699000,4,2.5,Bayview,1508,2500,1908,11,464,,Active,,,http://www.redfin.com/CA/San-Francisco/1518-Van-Dyke-Ave-94124/home/1792203,San Francisco MLS,457981,N,Y,37.728532,-122.390772
MLS Listing,,Condo/Co-op,1930 Mission St #105,San Francisco,CA,94103,699888,2,1,Inner Mission,734,,1993,12,954,360,Active,,,http://www.redfin.com/CA/San-Francisco/1930-Mission-St-94103/unit-105/home/102818866,San Francisco MLS,457908,N,Y,37.7662071,-122.4201693
MLS Listing,,Single Family Residential,359 Accacia St,DALY CITY,CA,94014,699999,3,1.5,DALY CITY,930,2400,1961,1,753,,Active,,,http://www.redfin.com/CA/Daly-City/359-Accacia-St-94014/home/556786,MLSListings,ML81652657,N,Y,37.7022758,-122.4167688
MLS Listing,,Condo/Co-op,1488 El Camino Real #317,SOUTH SAN FRANCISCO,CA,94080,709000,2,2,SOUTH SAN FRANCISCO,994,,2009,7,713,500,Active,May-28-2017 02:00 PM,May-28-2017 04:00 PM,http://www.redfin.com/CA/South-San-Francisco/1488-El-Camino-Real-94080/unit-317/home/21967722,MLSListings,ML81651566,N,Y,37.6620014,-122.442929
MLS Listing,,Single Family Residential,320 Fairway Dr,SOUTH SAN FRANCISCO,CA,94080,718000,2,1,SOUTH SAN FRANCISCO,850,4000,1942,10,845,,Active,,,http://www.redfin.com/CA/South-San-Francisco/320-Fairway-Dr-94080/home/612102,MLSListings,ML81651239,N,Y,37.6518198,-122.4334045
MLS Listing,,Condo/Co-op,5800 3rd St #1212,SAN FRANCISCO,CA,94124,718000,2,2,SAN FRANCISCO,1039,,2010,95,691,409,Active,,,http://www.redfin.com/CA/San-Francisco/5800-3rd-St-94124/unit-1212/home/40629118,MLSListings,ML81639200,N,Y,37.7253042,-122.3947616
MLS Listing,,Condo/Co-op,3137 Divisadero St Unit A,San Francisco,CA,94123,719000,1,1,Cow Hollow,728,,1928,42,988,216,Active,,,http://www.redfin.com/CA/San-Francisco/3137-Divisadero-St-94123/unit-A/home/113703034,San Francisco MLS,455850,N,Y,37.7986073,-122.4427148
MLS Listing,,Single Family Residential,111 Venus St,San Francisco,CA,94124,720000,3,1,Silver Terrace,1112,1873,1946,18,647,,Active,,,http://www.redfin.com/CA/San-Francisco/111-Venus-St-94124/home/1336004,San Francisco MLS,457703,N,Y,37.7311858,-122.3976128
MLS Listing,,Single Family Residential,249 Nueva Ave,SAN FRANCISCO,CA,94134,724950,2,1,SAN FRANCISCO,1100,2495,1936,38,659,,Active,,,http://www.redfin.com/CA/San-Francisco/249-Nueva-Ave-94134/home/1711829,MLSListings,ML81646822,N,Y,37.7105194,-122.3973804
MLS Listing,,Condo/Co-op,1001 Pine St #404,San Francisco,CA,94109,725000,1,1,Downtown,616,,1963,39,1177,520,Active,,,http://www.redfin.com/CA/San-Francisco/1001-Pine-St-94109/unit-404/home/1633931,San Francisco MLS,456202,N,Y,37.790348,-122.412568
MLS Listing,,Condo/Co-op,386 Noe St Unit A,San Francisco,CA,94114,725000,1,1,Eureka Valley/Dolore,745,,,7,973,265,Active,,,http://www.redfin.com/CA/San-Francisco/386-Noe-St-94114/unit-A/home/113961781,San Francisco MLS,458142,N,Y,37.7628449,-122.4332212
MLS Listing,,Condo/Co-op,1450 Post St #708,San Francisco,CA,94109,725000,1,2,Lower Pacific Height,1116,,1992,146,650,6230,Active,,,http://www.redfin.com/CA/San-Francisco/1450-Post-St-94109/unit-708/home/1838453,San Francisco MLS,453128,N,Y,37.7863607,-122.4258197
MLS Listing,,Single Family Residential,248 Miramar Ave,San Francisco,CA,94112,748000,2,1,Ingleside,810,2813,1924,12,923,,Active,,,http://www.redfin.com/CA/San-Francisco/248-Miramar-Ave-94112/home/1623703,San Francisco MLS,457953,N,Y,37.7229933,-122.4579622
MLS Listing,,Condo/Co-op,11 Franklin #205,San Francisco,CA,94102,749000,1,1,Hayes Valley,548,,2016,42,1367,565,Active,,,http://www.redfin.com/CA/San-Francisco/11-Franklin-St-94102/unit-205/home/113702283,San Francisco MLS,456116,N,Y,37.7745585,-122.420818
MLS Listing,,Condo/Co-op,382 Elizabeth St,San Francisco,CA,94114,749000,1,2,Noe Valley,738,,1906,3,1015,326,Active,May-23-2017 12:00 PM,May-23-2017 01:30 PM,http://www.redfin.com/CA/San-Francisco/382-Elizabeth-St-94114/home/1711187,San Francisco MLS,458339,N,Y,37.7524168,-122.4294785
MLS Listing,,Single Family Residential,38 Grafton Ave,San Francisco,CA,94112,749000,2,1,Ingleside,950,2500,1924,75,788,,Active,,,http://www.redfin.com/CA/San-Francisco/38-Grafton-Ave-94112/home/817116,San Francisco MLS,455435,N,Y,37.7202047,-122.453757
MLS Listing,,Single Family Residential,234 Dundee Dr,SOUTH SAN FRANCISCO,CA,94080,749000,3,1,SOUTH SAN FRANCISCO,1020,6350,1952,2,734,6,Active,May-28-2017 02:00 PM,May-28-2017 04:00 PM,http://www.redfin.com/CA/South-San-Francisco/234-Dundee-Dr-94080/home/1355466,MLSListings,ML81652519,N,Y,37.65958,-122.461096
MLS Listing,,Single Family Residential,541 Lisbon St,San Francisco,CA,94112,749000,2,1,Excelsior,1100,2500,1912,3,681,,Active,,,http://www.redfin.com/CA/San-Francisco/541-Lisbon-St-94112/home/1310635,San Francisco MLS,458215,N,Y,37.7197045,-122.4350297
MLS Listing,,Condo/Co-op,55 Norfolk St #201,San Francisco,CA,94103,749500,1,1,South of Market,939,,1995,39,798,482,Active,,,http://www.redfin.com/CA/San-Francisco/55-Norfolk-St-94103/unit-201/home/12395613,San Francisco MLS,456829,N,Y,37.7710051,-122.4135941
MLS Listing,,Single Family Residential,312 Russia Ave,SAN FRANCISCO,CA,94112,750000,2,1,SAN FRANCISCO,850,2500,1914,10,882,,Active,,,http://www.redfin.com/CA/San-Francisco/312-Russia-Ave-94112/home/1150270,MLSListings,ML81651358,N,Y,37.7201353,-122.4345954
MLS Listing,,Single Family Residential,308 Heathcliff Dr,PACIFICA,CA,94044,754888,3,2,PACIFICA,1220,9856,1955,47,619,,Active,,,http://www.redfin.com/CA/Pacifica/308-Heathcliff-Dr-94044/home/584889,MLSListings,ML81645513,N,Y,37.6507529,-122.4739332
MLS Listing,,Single Family Residential,364 Hale St,San Francisco,CA,94134,758000,2,1,Portola,783,2173,1927,17,968,,Active,,,http://www.redfin.com/CA/San-Francisco/364-Hale-St-94134/home/767743,San Francisco MLS,457763,N,Y,37.73117,-122.41223
MLS Listing,,Single Family Residential,1118 Prague St,San Francisco,CA,94112,758000,2,1,Crocker Amazon,1291,1746,1948,12,587,,Active,,,http://www.redfin.com/CA/San-Francisco/1118-Prague-St-94112/home/794089,San Francisco MLS,457873,N,Y,37.7102549,-122.4384536
MLS Listing,,Condo/Co-op,1001 Pine St #202,San Francisco,CA,94109,759000,2,1,Downtown,815,,1963,4,931,565,Active,May-23-2017 09:00 AM,May-23-2017 10:30 AM,http://www.redfin.com/CA/San-Francisco/1001-Pine-St-94109/unit-202/home/1811056,San Francisco MLS,458002,N,Y,37.790348,-122.412568
