SALE_TYPE,SOLD_DATE,PROPERTY_TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE_FEET,LOT_SIZE,YEAR_BUILT,DAYS_ON_MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT_OPEN_HOUSE_START_TIME,NEXT_OPEN_HOUSE_END_TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,222 Peoria St,DALY CITY,CA,94014,945000,4,3,DALY CITY,2150,2500,1988,21,440,,Active,,,http://www.redfin.com/CA/Daly-City/222-Peoria-St-94014/home/1300057,MLSListings,ML81649091,N,Y,37.7041313,-122.4556761
MLS Listing,,Single Family Residential,46 Portola Dr,San Francisco,CA,94131,948000,2,2,Twin Peaks,850,1585,1932,9,1115,,Active,,,http://www.redfin.com/CA/San-Francisco/46-Portola-Dr-94131/home/681566,San Francisco MLS,458102,N,Y,37.7498138,-122.4437963
MLS Listing,,Condo/Co-op,333 Main St Unit 4K,SAN FRANCISCO,CA,94105,949000,1,1,SAN FRANCISCO,832,76210,2008,5,1141,824,Active,,,http://www.redfin.com/CA/San-Francisco/333-Main-St-94105/unit-4K/home/21966870,MLSListings,ML81651904,N,Y,37.7890189,-122.3912082
MLS Listing,,Condo/Co-op,197 Randall St,San Francisco,CA,94131,949000,2,1,Glen Park,975,,1909,10,973,250,Active,,,http://www.redfin.com/CA/San-Francisco/197-Randall-St-94131/home/12412540,San Francisco MLS,458064,N,Y,37.739511,-122.427564
MLS Listing,,Condo/Co-op,1215 Kirkham St,SAN FRANCISCO,CA,94122,949000,2,1,SAN FRANCISCO,1161,2671,1979,54,817,,Active,,,http://www.redfin.com/CA/San-Francisco/1215-Kirkham-St-94122/home/632383,MLSListings,ML81643914,N,Y,37.75972,-122.473904
MLS Listing,,Single Family Residential,726 Park Way,SOUTH SAN FRANCISCO,CA,94080,949000,3,2,SOUTH SAN FRANCISCO,1780,7000,1952,10,533,,Active,,,http://www.redfin.com/CA/South-San-Francisco/726-Park-Way-94080/home/607865,MLSListings,ML81651168,N,Y,37.6620079,-122.4210789
MLS Listing,,Condo/Co-op,199 New Montgomery St #1505,San Francisco,CA,94105,950000,1,1,Yerba Buena,794,,2004,23,1196,502,Active,,,http://www.redfin.com/CA/San-Francisco/199-New-Montgomery-St-94105/unit-1505/home/12401520,San Francisco MLS,455947,N,Y,37.7866011,-122.3991105
MLS Listing,,Condo/Co-op,716 Hampshire St,San Francisco,CA,94110,950000,1,1,Inner Mission,957,,1907,10,993,285,Active,May-23-2017 02:30 PM,May-23-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/716-Hampshire-St-94110/home/1998687,San Francisco MLS,457900,N,Y,37.7603768,-122.4082519
MLS Listing,,Townhouse,1269 Edgewood Way,SOUTH SAN FRANCISCO,CA,94080,959990,3,2,SOUTH SAN FRANCISCO,1050,5000,1955,20,914,279,Active,,,http://www.redfin.com/CA/South-San-Francisco/1269-Edgewood-Way-94080/home/113854134,MLSListings,ML81649521,N,Y,37.663395,-122.443507
New Construction Plan,,Condo/Co-op,Residence 04,San Francisco,CA,94109,960000,1,1,1450 Franklin,699,,,,1373,,Active,,,http://www.redfin.com/CA/San-Francisco/1450-Franklin/Residence-04/home/109294393,NewHomeFeed,Plan-325693,N,Y,37.7881078,-122.4233468
MLS Listing,,Single Family Residential,135 Holladay Ave,San Francisco,CA,94110,965000,2,1,Bernal Heights,1785,1750,1900,17,541,,Active,May-23-2017 02:30 PM,May-23-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/135-Holladay-Ave-94110/home/756651,San Francisco MLS,457300,N,Y,37.747681,-122.404825
MLS Listing,,Single Family Residential,423 Raymond Ave,SAN FRANCISCO,CA,94134,968000,4,3,SAN FRANCISCO,1798,2500,1926,19,538,,Active,,,http://www.redfin.com/CA/San-Francisco/423-Raymond-Ave-94134/home/985497,MLSListings,ML81649826,N,Y,37.714315,-122.411929
MLS Listing,,Single Family Residential,20 Byron Ct,San Francisco,CA,94112,975000,3,4,Crocker Amazon,2436,2666,1977,10,400,,Active,,,http://www.redfin.com/CA/San-Francisco/20-Byron-Ct-94112/home/794187,San Francisco MLS,457939,N,Y,37.7096074,-122.444598
MLS Listing,,Townhouse,322 3rd,Daly City,CA,94014,975260,3,2.5,Original Daly City,1538,,2017,25,634,300,Active,,,http://www.redfin.com/CA/Daly-City/322-3rd-Ave-94014/home/113811117,San Francisco MLS,457381,N,Y,37.6874181,-122.4621158
MLS Listing,,Condo/Co-op,3191 California St,San Francisco,CA,94115,978000,2,1,Pacific Heights,1048,,1905,31,933,438,Active,,,http://www.redfin.com/CA/San-Francisco/3191-California-St-94115/home/1060416,San Francisco MLS,457180,N,Y,37.7870419,-122.4464502
MLS Listing,,Condo/Co-op,435 China Basin St #538,San Francisco,CA,94158,988000,1,1,Mission Bay,878,,2012,93,1125,721,Active,,,http://www.redfin.com/CA/San-Francisco/435-China-Basin-St-94158/unit-538/home/40629311,San Francisco MLS,454801,N,Y,37.7718376,-122.3886103
MLS Listing,,Condo/Co-op,50 Lucerne St #7,San Francisco,CA,94103,988000,1,1.5,South of Market,1050,,1995,7,941,443,Active,,,http://www.redfin.com/CA/San-Francisco/50-Lucerne-St-94103/unit-7/home/725523,San Francisco MLS,458117,N,Y,37.7733587,-122.4014996
MLS Listing,,Single Family Residential,73 Knowles Ave,DALY CITY,CA,94014,988000,5,2,DALY CITY,2060,3000,1931,25,480,,Active,,,http://www.redfin.com/CA/Daly-City/73-Knowles-Ave-94014/home/1746740,MLSListings,ML81648572,N,Y,37.7047782,-122.4636758
MLS Listing,,Single Family Residential,104 Silliman St,San Francisco,CA,94134,988000,4,2,Portola,2183,2421,1908,33,453,,Active,,,http://www.redfin.com/CA/San-Francisco/104-Silliman-St-94134/home/1256502,San Francisco MLS,457000,N,Y,37.731034,-122.406599
MLS Listing,,Condo/Co-op,333 Beale St Unit 3F,San Francisco,CA,94105,989000,1,1,South Beach,920,,2015,68,1075,995,Active,,,http://www.redfin.com/CA/San-Francisco/333-Beale-St-94105/unit-3F/home/103689078,San Francisco MLS,455727,N,Y,37.7884007,-122.3919172
MLS Listing,,Condo/Co-op,77 Van Ness Ave #807,San Francisco,CA,94102,989000,1,1,Van Ness/Civic Center,967,,2009,21,1023,465,Active,,,http://www.redfin.com/CA/San-Francisco/77-Van-Ness-Ave-94102/unit-807/home/40138304,San Francisco MLS,457526,N,Y,37.7760661,-122.4198517
MLS Listing,,Condo/Co-op,300 Berry St #919,SAN FRANCISCO,CA,94158,995000,1,1,SAN FRANCISCO,730,,2009,6,1363,497,Active,,,http://www.redfin.com/CA/San-Francisco/300-Berry-St-94158/unit-919/home/21631311,MLSListings,ML81651784,N,Y,37.77393,-122.396241
MLS Listing,,Condo/Co-op,1885 Jackson St #403,San Francisco,CA,94109,995000,2,2,Pacific Heights,865,,1962,11,1150,964,Active,,,http://www.redfin.com/CA/San-Francisco/1885-Jackson-St-94109/unit-403/home/1418918,San Francisco MLS,457882,N,Y,37.7933873,-122.4258046
MLS Listing,,Single Family Residential,670 Mangels Ave,San Francisco,CA,94127,995000,2,1,Sunnyside,986,2495,1939,2,1009,,Active,,,http://www.redfin.com/CA/San-Francisco/670-Mangels-Ave-94127/home/1954907,San Francisco MLS,458170,N,Y,37.733285,-122.452762
MLS Listing,,Single Family Residential,339 College Ave,San Francisco,CA,94112,995000,2,1,Bernal Heights,1200,3200,1924,11,829,,Active,,,http://www.redfin.com/CA/San-Francisco/339-College-Ave-94112/home/1929057,San Francisco MLS,457988,N,Y,37.7338474,-122.4234942
MLS Listing,,Condo/Co-op,66 Cleary Ct #105,San Francisco,CA,94109,995000,3,2,Western Addition,1210,,1963,13,822,850,Active,,,http://www.redfin.com/CA/San-Francisco/66-Cleary-Ct-94109/unit-105/home/574391,San Francisco MLS,457860,N,Y,37.7842506,-122.4271638
MLS Listing,,Single Family Residential,823 Washington St,DALY CITY,CA,94015,995000,3,3,DALY CITY,1855,5928,1946,17,536,8,Active,,,http://www.redfin.com/CA/Daly-City/823-Washington-St-94015/home/1207312,MLSListings,ML81650186,N,Y,37.690344,-122.477281
MLS Listing,,Condo/Co-op,1177 California St #1525,San Francisco,CA,94108,998000,1,1,Nob Hill,653,,1978,115,1528,869,Active,,,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-1525/home/113246909,San Francisco MLS,454024,N,Y,37.7910302,-122.4137217
New Construction Home,,Condo/Co-op,"1450 Franklin Street, Residence 704",San Francisco,CA,94109,998000,1,1,1450 Franklin,699,,2016,219,1428,,Active,,,http://www.redfin.com/CA/San-Francisco/1450-Franklin-Street-Residence-704-94109/home/109294394,NewHomeFeed,561620,N,Y,37.7881078,-122.4233468
MLS Listing,,Condo/Co-op,333 Main St Unit 9F,San Francisco,CA,94105,998000,1,1,South Beach,832,,2008,10,1200,887,Active,,,http://www.redfin.com/CA/San-Francisco/333-Main-St-94105/unit-9F/home/21966789,San Francisco MLS,458062,N,Y,37.7890189,-122.3912082
MLS Listing,,Single Family Residential,300 Somerset St,San Francisco,CA,94134,998000,3,2,Portola,1791,1750,1927,21,557,,Active,,,http://www.redfin.com/CA/San-Francisco/300-Somerset-St-94134/home/1929114,San Francisco MLS,457455,N,Y,37.7276363,-122.4082204
MLS Listing,,Single Family Residential,867 Hampshire St,San Francisco,CA,94110,998500,2,1,Inner Mission,1056,2495,1900,17,946,,Active,,,http://www.redfin.com/CA/San-Francisco/867-Hampshire-St-94110/home/2001014,San Francisco MLS,457738,N,Y,37.7583112,-122.407622
MLS Listing,,Single Family Residential,223 Santa Clara St,BRISBANE,CA,94005,998500,3,2.5,BRISBANE,1755,2700,1927,15,569,,Active,,,http://www.redfin.com/CA/Brisbane/223-Santa-Clara-St-94005/home/1560761,MLSListings,ML81650303,N,Y,37.6824616,-122.3983008
MLS Listing,,Condo/Co-op,301 Mission St Unit 24D,San Francisco,CA,94105,999000,1,1,Yerba Buena,789,,2009,105,1266,1401,Active,,,http://www.redfin.com/CA/San-Francisco/301-Mission-St-94105/unit-24D/home/28671471,San Francisco MLS,453777,N,Y,37.7903824,-122.3961531
MLS Listing,,Condo/Co-op,1970 Sutter St #103,San Francisco,CA,94115,999000,1,2,Lower Pacific Height,1041,,2001,35,960,546,Active,,,http://www.redfin.com/CA/San-Francisco/1970-Sutter-St-94115/unit-103/home/1399305,San Francisco MLS,456942,N,Y,37.7864,-122.4326329
MLS Listing,,Condo/Co-op,1995 Turk St #4,San Francisco,CA,94115,999000,1,1,North Panhandle,1050,,1927,4,951,252,Active,May-23-2017 11:00 AM,May-23-2017 12:30 PM,http://www.redfin.com/CA/San-Francisco/1995-Turk-St-94115/unit-4/home/40156607,San Francisco MLS,458130,N,Y,37.7791684,-122.4416837
MLS Listing,,Single Family Residential,407 Holladay Ave,San Francisco,CA,94110,999000,3,2,Bernal Heights,1774,1929,1973,10,563,,Active,,,http://www.redfin.com/CA/San-Francisco/407-Holladay-Ave-94110/home/1591454,San Francisco MLS,458047,N,Y,37.743135,-122.4069243
MLS Listing,,Single Family Residential,2323 19th Ave,San Francisco,CA,94116,999000,3,2.25,Parkside,2001,3000,1929,9,499,,Active,,,http://www.redfin.com/CA/San-Francisco/2323-19th-Ave-94116/home/904508,San Francisco MLS,458104,N,Y,37.7444149,-122.476122
MLS Listing,,Single Family Residential,124 Lakeview Ave,San Francisco,CA,94112,999000,5,4,Ingleside,2154,2495,1908,12,464,,Active,,,http://www.redfin.com/CA/San-Francisco/124-Lakeview-Ave-94112/home/1512162,San Francisco MLS,457934,N,Y,37.7169646,-122.4514301
MLS Listing,,Single Family Residential,85 Duval Dr,SOUTH SAN FRANCISCO,CA,94080,999000,5,3,SOUTH SAN FRANCISCO,2470,8150,1951,4,404,,Active,,,http://www.redfin.com/CA/South-San-Francisco/85-Duval-Dr-94080/home/1912742,MLSListings,ML81652130,N,Y,37.6662525,-122.4552422
MLS Listing,,Condo/Co-op,1545 Pine St #802,San Francisco,CA,94109,1025500,1,1,Van Ness/Civic Center,742,,2017,52,1382,795,Active,,,http://www.redfin.com/CA/San-Francisco/1545-Pine-St-94109/unit-802/home/113618198,San Francisco MLS,456380,N,Y,37.7892442,-122.4212438
MLS Listing,,Condo/Co-op,3001 Ocean View Ct Unit B,Daly City,CA,94014,1026375,2,2,Daly City,1234,1000,2017,1,832,386,Active,May-27-2017 11:00 AM,May-27-2017 11:00 PM,http://www.redfin.com/CA/Daly-City/3001-Green-View-Dr-94014/unit-B/home/114003988,EBRD/CCAR/Bay East,40782454,N,Y,37.7020138,-122.4429165
MLS Listing,,Condo/Co-op,181 Ofarrell St #305,San Francisco,CA,94102,1040000,1,1.5,Downtown,1334,,2006,80,780,681,Active,,,http://www.redfin.com/CA/San-Francisco/181-O-Farrell-St-94102/unit-305/home/17306682,San Francisco MLS,455341,N,Y,37.7862743,-122.4075642
MLS Listing,,Condo/Co-op,690 Market St #1605,San Francisco,CA,94104,1048000,1,1.5,Financial District,1050,,2007,258,998,2557,Active,,,http://www.redfin.com/CA/San-Francisco/690-Market-St-94104/unit-1605/home/21967104,San Francisco MLS,448819,N,Y,37.7883046,-122.4032778
MLS Listing,,Single Family Residential,501 Rockdale Dr,San Francisco,CA,94127,1048000,2,2,Miraloma Park,1350,3275,1941,4,776,,Active,,,http://www.redfin.com/CA/San-Francisco/501-Rockdale-Dr-94127/home/1165262,San Francisco MLS,458253,N,Y,37.739434,-122.449822
MLS Listing,,Single Family Residential,536 Laidley St,San Francisco,CA,94131,1048000,4,3,Glen Park,2136,3297,1906,35,491,,Active,,,http://www.redfin.com/CA/San-Francisco/536-Laidley-St-94131/unit-A/home/809876,San Francisco MLS,456943,N,Y,37.735861,-122.431558
MLS Listing,,Single Family Residential,565 Rocca Ave,SOUTH SAN FRANCISCO,CA,94080,1048000,3,2.5,SOUTH SAN FRANCISCO,2830,8424,1978,5,370,,Active,,,http://www.redfin.com/CA/South-San-Francisco/565-Rocca-Ave-94080/home/2054851,MLSListings,ML81651883,N,Y,37.6618174,-122.4176571
MLS Listing,,Condo/Co-op,786 Minna St #2,San Francisco,CA,94103,1049000,2,2.5,South of Market,1411,,1999,11,743,493,Active,May-23-2017 02:00 PM,May-23-2017 03:30 PM,http://www.redfin.com/CA/San-Francisco/786-Minna-St-94103/unit-2/home/12395907,San Francisco MLS,457557,N,Y,37.7762428,-122.4139624
MLS Listing,,Condo/Co-op,619 Haight St,San Francisco,CA,94117,1050000,2,2,Hayes Valley,1083,,1900,53,970,300,Active,May-23-2017 11:30 AM,May-23-2017 01:00 PM,http://www.redfin.com/CA/San-Francisco/619-Haight-St-94117/home/110051994,San Francisco MLS,456169,N,Y,37.771613,-122.432482
MLS Listing,,Condo/Co-op,2760 Sacramento #12,San Francisco,CA,94115,1050000,1,1,Pacific Heights,1220,,,10,861,620,Active,,,http://www.redfin.com/CA/San-Francisco/2760-Sacramento-St-94115/unit-12/home/1984005,San Francisco MLS,457942,N,Y,37.7895053,-122.4383166
MLS Listing,,Single Family Residential,127 Werner Ave,Daly City,CA,94014,1050000,4,2,Original Daly City,1940,6000,1906,9,541,,Active,May-28-2017 01:00 PM,May-28-2017 04:00 PM,http://www.redfin.com/CA/Daly-City/127-Werner-Ave-94014/home/1104264,San Francisco MLS,457920,N,Y,37.6910809,-122.467655
MLS Listing,,Condo/Co-op,201 Folsom St Unit 1D,San Francisco,CA,94105,1055000,1,1,South Beach,975,,2016,28,1082,1012,Active,May-22-2017 11:00 AM,May-22-2017 05:00 PM,http://www.redfin.com/CA/San-Francisco/201-Folsom-St-94105/unit-1D/home/113782086,San Francisco MLS,457255,N,Y,37.7886997,-122.39226
MLS Listing,,Single Family Residential,320 Guttenberg,San Francisco,CA,94112,1058888,3,2,Crocker Amazon,1570,17,1960,21,674,,Active,,,http://www.redfin.com/CA/San-Francisco/320-Guttenberg-St-94112/home/1431286,San Francisco MLS,456911,N,Y,37.7088823,-122.4426259
MLS Listing,,Condo/Co-op,301 Main St Unit 19G,San Francisco,CA,94105,1075000,1,1,South Beach,758,,2008,10,1418,873,Active,,,http://www.redfin.com/CA/San-Francisco/301-Main-St-94105/unit-19G/home/21966838,San Francisco MLS,457975,N,Y,37.789525,-122.3911753
MLS Listing,,Condo/Co-op,150 Lombard St #408,San Francisco,CA,94111,1075000,2,2,North Waterfront,1172,,1975,16,917,1044,Active,,,http://www.redfin.com/CA/San-Francisco/150-Lombard-St-94111/unit-408/home/113873001,San Francisco MLS,457471,N,Y,37.8042225,-122.4042321
MLS Listing,,Condo/Co-op,338 Main St Unit 8D,San Francisco,CA,94105,1088000,1,1,South Beach,873,,2016,19,1246,992,Active,,,http://www.redfin.com/CA/San-Francisco/338-Main-St-94105/unit-8D/home/109464932,San Francisco MLS,457613,N,Y,37.7888208,-122.3912963
MLS Listing,,Single Family Residential,278 Dundee Dr,SOUTH SAN FRANCISCO,CA,94080,1088000,4,2.5,SOUTH SAN FRANCISCO,1730,25350,1953,1,629,,Active,May-27-2017 01:00 PM,May-27-2017 04:00 PM,http://www.redfin.com/CA/South-San-Francisco/278-Dundee-Dr-94080/home/1982366,MLSListings,ML81652624,N,Y,37.658043,-122.457782
MLS Listing,,Condo/Co-op,1000 3rd St #615,San Francisco,CA,94158,1090000,1,2,Mission Bay,961,,,17,1134,748,Active,,,http://www.redfin.com/CA/San-Francisco/1000-3rd-St-94158/unit-615/home/113870579,San Francisco MLS,457765,N,Y,37.7734359,-122.3898896
New Construction Plan,,Condo/Co-op,R1-615,San Francisco,CA,94158,1090000,1,2,ONE Mission Bay,961,,,,1134,,Active,,,http://www.redfin.com/CA/San-Francisco/ONE-Mission-Bay/R1-615/home/113893566,NewHomeFeed,Plan-359835,N,Y,37.775051,-122.390643
MLS Listing,,Single Family Residential,2466 18th Ave,San Francisco,CA,94116,1095000,2,1,Inner Parkside,1174,2996,1923,11,933,,Active,,,http://www.redfin.com/CA/San-Francisco/2466-18th-Ave-94116/home/1782129,San Francisco MLS,457927,N,Y,37.74187,-122.474209
MLS Listing,,Condo/Co-op,235 Laussat St,San Francisco,CA,94117,1095000,2,2,Hayes Valley,1400,,1890,11,782,350,Active,May-23-2017 11:30 AM,May-23-2017 01:00 PM,http://www.redfin.com/CA/San-Francisco/235-Laussat-St-94117/home/113899022,San Francisco MLS,457868,N,Y,37.7714857,-122.4309874
MLS Listing,,Single Family Residential,33 Idora Ave,San Francisco,CA,94127,1095000,4,2,Forest Hill Extension,1501,3210,1947,11,730,,Active,,,http://www.redfin.com/CA/San-Francisco/33-Idora-Ave-94127/home/1404978,San Francisco MLS,457751,N,Y,37.7452006,-122.4549084
MLS Listing,,Condo/Co-op,66 Cleary Ct #1202,San Francisco,CA,94109,1098000,3,2,Western Addition,1202,,1963,31,913,850,Active,May-23-2017 11:30 AM,May-23-2017 01:00 PM,http://www.redfin.com/CA/San-Francisco/66-Cleary-Ct-94109/unit-1202/home/575215,San Francisco MLS,456675,N,Y,37.7842506,-122.4271638
MLS Listing,,Single Family Residential,37 Alpha St,SAN FRANCISCO,CA,94134,1098000,3,2.5,SAN FRANCISCO,1853,2495,1923,4,593,,Active,,,http://www.redfin.com/CA/San-Francisco/37-Alpha-St-94134/home/1310576,MLSListings,ML81652129,N,Y,37.7152604,-122.4026787
MLS Listing,,Single Family Residential,123 Northcrest Dr,SOUTH SAN FRANCISCO,CA,94080,1098000,3,2.5,SOUTH SAN FRANCISCO,2050,2370,1997,21,536,399,Active,,,http://www.redfin.com/CA/South-San-Francisco/123-Northcrest-Dr-94080/home/572794,MLSListings,ML81649343,N,Y,37.6703113,-122.4219232
MLS Listing,,Single Family Residential,4565 Callan Blvd,Daly City,CA,94015,1098888,3,3,Serramonte,1760,5280,1976,49,624,,Active,,,http://www.redfin.com/CA/Daly-City/4565-Callan-Blvd-94015/home/1233607,San Francisco MLS,456454,N,Y,37.6641351,-122.4738574
MLS Listing,,Condo/Co-op,2821 Buchanan St #4,San Francisco,CA,94123,1099000,1,1,Pacific Heights,900,,1904,10,1221,249,Active,,,http://www.redfin.com/CA/San-Francisco/2821-Buchanan-St-94123/unit-4/home/1208959,San Francisco MLS,458042,N,Y,37.796411,-122.432277
MLS Listing,,Single Family Residential,1983 Funston Ave,SAN FRANCISCO,CA,94116,1099000,4,2,SAN FRANCISCO,1389,2535,1948,10,791,,Active,,,http://www.redfin.com/CA/San-Francisco/1983-Funston-Ave-94116/home/1975516,MLSListings,ML81651286,N,Y,37.7511541,-122.4696118
MLS Listing,,Townhouse,190 Mary Teresa St,San Francisco,CA,94134,1099000,4,2,Little Hollywood,1890,,2009,56,581,231,Active,,,http://www.redfin.com/CA/San-Francisco/190-Mary-Teresa-St-94134/home/28958084,San Francisco MLS,456100,N,Y,37.7137643,-122.3985505
MLS Listing,,Condo/Co-op,72 Townsend St #712,San Francisco,CA,94107,1100000,1,1.5,South Beach,900,,,24,1222,784,Active,,,http://www.redfin.com/CA/San-Francisco/72-Townsend-St-94107/unit-712/home/110052779,San Francisco MLS,457450,N,Y,37.7812595,-122.3902125
MLS Listing,,Condo/Co-op,1352 Sanchez St,San Francisco,CA,94131,1100000,2,1,Noe Valley,1040,,1900,3,1058,317,Active,May-23-2017 12:00 PM,May-23-2017 01:30 PM,http://www.redfin.com/CA/San-Francisco/1352-Sanchez-St-94131/home/23424453,San Francisco MLS,458250,N,Y,37.7474404,-122.4294537
MLS Listing,,Single Family Residential,51 Seville St,San Francisco,CA,94112,1100000,5,2,Crocker Amazon,2243,2692,1917,189,490,,Active,,,http://www.redfin.com/CA/San-Francisco/51-Seville-St-94112/home/1856829,San Francisco MLS,452625,N,Y,37.7117593,-122.4346427
MLS Listing,,Condo/Co-op,1160 Mission St #1113,San Francisco,CA,94103,1125000,2,2,South of Market,1131,,2008,16,995,826,Active,,,http://www.redfin.com/CA/San-Francisco/1160-Mission-St-94103/unit-1113/home/17306104,San Francisco MLS,457267,N,Y,37.7783901,-122.412238
MLS Listing,,Condo/Co-op,401 Harrison St Unit 28 G,San Francisco,CA,94105,1145000,1,1,South Beach,758,,2014,97,1511,1068,Active,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-28-G/home/113105206,San Francisco MLS,454332,N,Y,37.7865463,-122.3920492
MLS Listing,,Condo/Co-op,2200 Beach St #104,San Francisco,CA,94123,1150000,1,1,Marina,980,,,31,1173,472,Active,,,http://www.redfin.com/CA/San-Francisco/2200-Beach-St-94123/unit-104/home/1804370,San Francisco MLS,456650,N,Y,37.8036358,-122.4455636
MLS Listing,,Condo/Co-op,148 Hancock St,San Francisco,CA,94114,1150000,2,1,Eureka Valley/Dolore,1155,,1905,11,996,325,Active,,,http://www.redfin.com/CA/San-Francisco/148-Hancock-St-94114/home/710294,San Francisco MLS,457863,N,Y,37.7605198,-122.4315713
MLS Listing,,Condo/Co-op,35 Jennings Ct,San Francisco,CA,94124,1150980,4,2.5,Bayview Heights,2146,,1998,10,536,100,Active,,,http://www.redfin.com/CA/San-Francisco/35-Jennings-Ct-94124/home/2032021,San Francisco MLS,458051,N,Y,37.7172548,-122.3979305
MLS Listing,,Condo/Co-op,1490 Ocean Ave #204,SAN FRANCISCO,CA,94112,1161000,2,2,SAN FRANCISCO,1111,10236,2017,26,1045,667,Active,,,http://www.redfin.com/CA/San-Francisco/1490-Ocean-Ave-94112/unit-204/home/113746849,MLSListings,ML81648625,N,Y,37.7245631,-122.4578145
New Construction Home,,Condo/Co-op,1300 22nd St,San Francisco,CA,94107,1175000,2,2,Knox,931,,2017,11,1262,,Active,,,http://www.redfin.com/CA/San-Francisco/1300-22nd-St-94107/home/113621557,NewHomeFeed,584699,N,Y,37.7578894,-122.3944222
New Construction Plan,,Condo/Co-op,Residence 115,San Francisco,CA,94107,1175000,2,2,Knox,931,,,,1262,,Active,,,http://www.redfin.com/CA/San-Francisco/Knox/Residence-115/home/113897179,NewHomeFeed,Plan-359985,N,Y,37.7578894,-122.3944222
MLS Listing,,Condo/Co-op,300 Berry St #1413,San Francisco,CA,94158,1175000,2,1,Mission Bay,968,,2009,3,1214,533,Active,,,http://www.redfin.com/CA/San-Francisco/300-Berry-St-94158/unit-1413/home/22865694,San Francisco MLS,458328,N,Y,37.77393,-122.396241
MLS Listing,,Condo/Co-op,50 Lansing St #703,San Francisco,CA,94105,1178000,2,2,South Beach,1082,,2006,78,1089,779,Active,,,http://www.redfin.com/CA/San-Francisco/50-Lansing-St-94105/unit-703/home/12243458,San Francisco MLS,454354,N,Y,37.7860194,-122.3942091
New Construction Plan,,Condo/Co-op,Residence 1,San Francisco,CA,94105,1180000,1,1,LUMINA,876,,,,1347,,Active,,,http://www.redfin.com/CA/San-Francisco/LUMINA/Residence-1/home/105519566,NewHomeFeed,Plan-300707,N,Y,37.7886997,-122.39226
MLS Listing,,Condo/Co-op,150 Lombard St #609,SAN FRANCISCO,CA,94111,1180000,2,2,SAN FRANCISCO,1164,94533,1975,14,1014,1149,Active,,,http://www.redfin.com/CA/San-Francisco/150-Lombard-St-94111/unit-609/home/113886497,MLSListings,ML81650423,N,Y,37.8042225,-122.4042321
MLS Listing,,Condo/Co-op,1868 Van Ness #201,San Francisco,CA,94109,1189000,2,2,Nob Hill,989,,2017,2,1202,842,Active,,,http://www.redfin.com/CA/San-Francisco/1868-Van-Ness-Ave-94109/unit-201/home/113173070,San Francisco MLS,458376,N,Y,37.7929192,-122.4227782
MLS Listing,,Single Family Residential,133 London St,San Francisco,CA,94112,1190000,4,3.5,Excelsior,1725,2900,1922,2,690,,Active,,,http://www.redfin.com/CA/San-Francisco/133-London-St-94112/home/774611,San Francisco MLS,457836,N,Y,37.7267409,-122.431854
MLS Listing,,Single Family Residential,342 Lisbon St,San Francisco,CA,94112,1190000,4,3,Excelsior,2480,2495,,136,480,,Active,,,http://www.redfin.com/CA/San-Francisco/342-Lisbon-St-94112/home/1389163,San Francisco MLS,453390,N,Y,37.722985,-122.433203
MLS Listing,,Condo/Co-op,645 Texas #113,San Francisco,CA,94107,1195000,2,2,Potrero Hill,924,,2017,4,1293,658,Active,,,http://www.redfin.com/CA/San-Francisco/645-Texas-St-94107/unit-113/home/113977283,San Francisco MLS,458322,N,Y,37.757934,-122.3944733
MLS Listing,,Condo/Co-op,850 Powell St #102,San Francisco,CA,94108,1195000,2,2,Nob Hill,1065,,1922,63,1122,1031,Active,May-28-2017 02:00 PM,May-28-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/850-Powell-St-94108/unit-102/home/549133,San Francisco MLS,455889,N,Y,37.792858,-122.40894
MLS Listing,,Condo/Co-op,555 Birch St,San Francisco,CA,94102,1195000,2,2,Hayes Valley,1175,,2001,6,1017,230,Active,May-23-2017 11:00 AM,May-23-2017 12:30 PM,http://www.redfin.com/CA/San-Francisco/555-Birch-St-94102/home/1097589,San Francisco MLS,458166,N,Y,37.7778314,-122.4258024
MLS Listing,,Condo/Co-op,690 Market St #201,San Francisco,CA,94188,1195000,1,1.5,Financial District,1290,,,110,926,2666,Active,,,http://www.redfin.com/CA/San-Francisco/690-Market-St-94104/unit-201/home/21967259,San Francisco MLS,454209,N,Y,37.7883046,-122.4032778
MLS Listing,,Condo/Co-op,2299 Sacramento #3,San Francisco,CA,94115,1195000,2,1,Pacific Heights,1406,,1913,8,850,658,Active,,,http://www.redfin.com/CA/San-Francisco/2299-Sacramento-St-94115/unit-3/home/1974189,San Francisco MLS,454380,N,Y,37.7901867,-122.4306106
